record_id,session_id,timestamp_iso,pump_model,firmware_version,entry_time_ms,total_keypresses,large_up_count,small_up_count,small_down_count,large_down_count,correction_count,boundary_hit_count,large_btn_ratio,golden_path_ratio,final_rate_ml_h,intended_rate_ml_h,error_magnitude_ml_h,relative_error,confirmed_incorrect,drug_unit_used,drug_id,drug_name,drug_library_used,guardrail_soft_min,guardrail_soft_max,guardrail_hard_min,guardrail_hard_max,guardrail_warning_shown,guardrail_override,guardrail_blocked,rate_within_soft_limits,vtbi_set,vtbi_value_ml,kvo_rate_ml_h,bolus_delivered,bolus_volume_ml,secondary_infusion,patient_weight_kg,pressure_alarm_level,days_since_maintenance,battery_level_pct,firmware_version_risk,network_connected,drug_library_age_days,config_drift_score,recent_occlusion_alarms,alarms_during_session,risk_label,risk_score,risk_reasons
alaris_0123_emergency,alaris-19d1a8c1747-007a,2026-03-23T11:54:41.741Z,alaris_gp,9.12,3326,16,11,5,0,0,0,0,0.688,1,215,184,31,0.1685,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,280,61,0,1,35,0.456,3,0,high,0.885,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0124_neglected,alaris-19d1a8c1748-007b,2026-03-23T11:54:41.741Z,alaris_gp,7.2.0,6945,11,0,9,2,0,1,0,0,1.571,20.025,21.694,1.669,0.0769,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,0,0,1,0,0,0,89,5,283,35,0,0,335,0.681,4,0,medium,0.51,"R13: VTBI not set — no infusion completion detection|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0125_neglected,alaris-19d1a8c1749-007c,2026-03-23T11:54:41.741Z,alaris_gp,7.2.0,20723,33,0,0,8,25,0,0,0.758,1,0.742,0.861,0.119,0.1382,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,0,0,1,0,0,0,70,5,367,42,0,0,299,0.523,4,0,high,0.84,"R06: No maintenance in >1 year (>365 days)|R10: 10% dose error (≥10% relative error)|R13: VTBI not set — no infusion completion detection|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0126_emergency,alaris-19d1a8c174a-007d,2026-03-23T11:54:41.741Z,alaris_gp,9.12,2521,12,0,3,6,3,1,0,0.25,2,67,70,3,0.0429,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,134,69,0,1,14,0.3,2,0,medium,0.325,"R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection"
alaris_0127_cyber_risk,alaris-19d1a8c174b-007e,2026-03-23T11:54:41.741Z,alaris_gp,8.1.3,4721,11,2,1,8,0,1,0,0.182,2.75,19.238,26.719,7.481,0.28,1,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,1,0,0,1,1,510,1,0,0,0,57,5,65,70,1,1,18,0.072,0,0,high,0.91,"R05: Firmware version has known CVE vulnerability|R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)"
alaris_0128_cyber_risk,alaris-19d1a8c174c-007f,2026-03-23T11:54:41.741Z,alaris_gp,7.1.0,5125,14,6,8,0,0,0,0,0.429,1,54.444,55,0.556,0.0101,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,119,59,1,1,4,0.127,0,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0129_ideal,alaris-19d1a8c174d-0080,2026-03-23T11:54:41.741Z,alaris_gp,9.12,2196,7,1,6,0,0,0,0,0.143,1,25.556,25.556,0,0,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,7,83,0,1,6,0.007,0,0,low,0,""
alaris_0130_ideal,alaris-19d1a8c174e-0081,2026-03-23T11:54:41.741Z,alaris_gp,9.12,6577,20,20,0,0,0,0,1,1,1,1.2,1.971,0.771,0.3912,1,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,0,0,1,0,0,0,70,5,13,82,0,1,11,0.034,0,0,high,0.885,"R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)|R13: VTBI not set — no infusion completion detection|R15: Boundary hit during rate entry — operator tested limits"
alaris_0131_ideal,alaris-19d1a8c174f-0082,2026-03-23T11:54:41.741Z,alaris_gp,9.12,5008,14,7,3,3,1,1,0,0.571,2.333,50,58.333,8.333,0.1429,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,1,0,0,1,1,510,1,0,0,0,70,5,24,94,0,1,3,0.012,0,0,medium,0.4,"R10: 10% dose error (≥10% relative error)"
alaris_0132_cyber_risk,alaris-19d1a8c1750-0083,2026-03-23T11:54:41.741Z,alaris_gp,6.0.2,362,1,0,1,0,0,0,0,0,1,6.3,6.3,0,0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,0,0,1,0,0,0,56,5,64,53,1,1,25,0.294,1,0,high,0.725,"R05: Firmware version has known CVE vulnerability|R13: VTBI not set — no infusion completion detection"
alaris_0133_ideal,alaris-19d1a8c1751-0084,2026-03-23T11:54:41.741Z,alaris_gp,9.12,310,1,0,1,0,0,0,0,0,1,3,3,0,0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,0,0,1,0,0,0,70,5,2,97,0,1,14,0.02,0,0,medium,0.25,"R13: VTBI not set — no infusion completion detection"
alaris_0134_ideal,alaris-19d1a8c1753-0085,2026-03-23T11:54:41.742Z,alaris_gp,9.12,322,1,0,0,1,0,0,0,0,1,9,9,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,30,88,0,1,6,0.006,0,0,low,0,""
alaris_0135_emergency,alaris-19d1a8c1754-0086,2026-03-23T11:54:41.742Z,alaris_gp,9.12,1888,9,7,2,0,0,0,0,0.778,1,172,152,20,0.1316,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,37,35,0,0,51,0.203,1,0,medium,0.485,"R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection|R18: Not connected to Gateway — no remote monitoring"
alaris_0136_ideal,alaris-19d1a8c1755-0087,2026-03-23T11:54:41.742Z,alaris_gp,9.12,3422,9,2,0,7,0,1,0,0.222,2.25,29.025,40.313,11.288,0.28,1,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,1,0,0,1,1,510,1,0,0,0,86,5,3,97,0,1,3,0.022,0,0,high,0.84,"R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)"
alaris_0137_ideal,alaris-19d1a8c1756-0088,2026-03-23T11:54:41.742Z,alaris_gp,9.12,8507,27,0,0,4,23,0,0,0.852,1,0.766,0.775,0.009,0.0116,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,1,490,1,0,0,0,70,5,8,89,0,1,8,0.018,0,0,low,0,""
alaris_0138_ideal,alaris-19d1a8c1757-0089,2026-03-23T11:54:41.742Z,alaris_gp,9.12,0,0,0,0,0,0,0,0,0,1,10,10,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,18,87,0,1,10,0.015,0,0,low,0,""
alaris_0139_neglected,alaris-19d1a8c1758-008a,2026-03-23T11:54:41.742Z,alaris_gp,7.2.0,6979,9,0,8,1,0,1,2,0,1.286,9,9,0,0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,314,25,0,0,154,0.78,4,0,medium,0.505,"R15: Boundary hit during rate entry — operator tested limits|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0140_cyber_risk,alaris-19d1a8c1759-008b,2026-03-23T11:54:41.742Z,alaris_gp,6.0.2,7686,20,20,0,0,0,0,1,1,1,1.2,2.004,0.804,0.4012,1,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,1,490,1,0,0,0,70,5,175,81,1,1,1,0.259,0,0,high,0.93,"R05: Firmware version has known CVE vulnerability|R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)|R15: Boundary hit during rate entry — operator tested limits"
alaris_0141_ideal,alaris-19d1a8c175a-008c,2026-03-23T11:54:41.742Z,alaris_gp,9.12,8205,26,18,5,3,0,1,0,0.692,1.3,1.182,1.155,0.027,0.0234,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,1,490,1,0,0,0,70,5,23,81,0,1,12,0.009,0,0,low,0,""
alaris_0142_cyber_risk,alaris-19d1a8c175b-008d,2026-03-23T11:54:41.742Z,alaris_gp,8.1.3,739,2,0,0,2,0,0,0,0,1,2.925,2.925,0,0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,1,510,1,0,0,0,52,5,57,62,1,1,10,0.276,2,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0143_emergency,alaris-19d1a8c175c-008e,2026-03-23T11:54:41.742Z,alaris_gp,9.12,4406,21,12,6,3,0,1,0,0.571,1.4,223,180,43,0.2389,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,98,76,0,0,49,0.285,0,0,high,0.875,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection|R18: Not connected to Gateway — no remote monitoring"
alaris_0144_ideal,alaris-19d1a8c175d-008f,2026-03-23T11:54:41.742Z,alaris_gp,9.12,632,2,0,0,2,0,0,0,0,1,5.344,5.344,0,0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,0,0,1,0,0,0,95,5,28,96,0,1,6,0.002,0,0,medium,0.25,"R13: VTBI not set — no infusion completion detection"
alaris_0145_emergency,alaris-19d1a8c175e-0090,2026-03-23T11:54:41.742Z,alaris_gp,9.12,2725,13,0,0,9,4,0,0,0.308,1,51,45,6,0.1333,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,14,70,0,0,26,0.457,0,0,medium,0.485,"R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection|R18: Not connected to Gateway — no remote monitoring"
alaris_0146_ideal,alaris-19d1a8c1760-0091,2026-03-23T11:54:41.743Z,alaris_gp,9.12,307,1,0,0,1,0,0,0,0,1,1,1,0,0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,24,89,0,1,13,0.002,0,0,low,0,""
alaris_0147_cyber_risk,alaris-19d1a8c1761-0092,2026-03-23T11:54:41.743Z,alaris_gp,8.1.3,5533,15,0,0,3,12,0,0,0.8,1,0.877,0.857,0.02,0.0233,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,1,490,1,0,0,0,70,5,36,78,1,1,2,0.221,0,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0148_emergency,alaris-19d1a8c1762-0093,2026-03-23T11:54:41.743Z,alaris_gp,9.12,1908,9,0,1,2,6,1,0,0.667,1.286,39,33,6,0.1818,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,27,67,0,1,16,0.204,3,0,medium,0.455,"R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0149_neglected,alaris-19d1a8c1763-0094,2026-03-23T11:54:41.743Z,alaris_gp,7.2.0,1898,3,0,3,0,0,0,0,0,1,5,4,1,0.25,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,318,24,0,0,162,0.73,4,0,medium,0.485,"R10: 10% dose error (≥10% relative error)|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0150_cyber_risk,alaris-19d1a8c1764-0095,2026-03-23T11:54:41.743Z,alaris_gp,7.1.0,8099,22,16,6,0,0,0,0,0.727,1,1.166,1.164,0.002,0.0017,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,1,490,1,0,0,0,70,5,159,78,1,1,1,0.246,0,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0151_ideal,alaris-19d1a8c1765-0096,2026-03-23T11:54:41.743Z,alaris_gp,9.12,2833,9,2,7,0,0,0,0,0.222,1,31.667,31.111,0.556,0.0179,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,21,81,0,1,12,0.009,0,0,low,0,""
alaris_0152_neglected,alaris-19d1a8c1766-0097,2026-03-23T11:54:41.743Z,alaris_gp,7.2.0,1273,2,0,0,2,0,0,0,0,1,5.625,5.625,0,0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,1,510,1,0,0,0,100,5,345,21,0,0,156,0.669,1,0,medium,0.325,"R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard"
alaris_0153_emergency,alaris-19d1a8c1767-0098,2026-03-23T11:54:41.743Z,alaris_gp,9.12,4657,22,13,8,1,0,1,0,0.591,1.1,237,210,27,0.1286,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,221,39,0,0,23,0.493,3,0,high,0.915,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection|R18: Not connected to Gateway — no remote monitoring|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0154_ideal,alaris-19d1a8c1768-0099,2026-03-23T11:54:41.743Z,alaris_gp,9.12,2573,8,0,8,0,0,0,0,0,1,10,10,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,5,88,0,1,14,0.038,0,0,low,0,""
alaris_0155_ideal,alaris-19d1a8c1769-009a,2026-03-23T11:54:41.743Z,alaris_gp,9.12,6667,20,20,0,0,0,0,1,1,1,1.2,1.492,0.292,0.1957,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,0,0,1,0,0,0,70,5,30,95,0,1,6,0.026,0,0,medium,0.445,"R10: 10% dose error (≥10% relative error)|R13: VTBI not set — no infusion completion detection|R15: Boundary hit during rate entry — operator tested limits"
alaris_0156_emergency,alaris-19d1a8c176a-009b,2026-03-23T11:54:41.743Z,alaris_gp,9.12,5863,28,23,5,0,0,0,0,0.821,1,335,398,63,0.1583,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,154,66,0,0,11,0.125,2,0,high,0.875,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection|R18: Not connected to Gateway — no remote monitoring"
alaris_0157_ideal,alaris-19d1a8c176b-009c,2026-03-23T11:54:41.743Z,alaris_gp,9.12,319,1,1,0,0,0,0,0,1,1,20,19,1,0.0526,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,22,84,0,1,0,0.025,0,0,low,0,""
alaris_0158_cyber_risk,alaris-19d1a8c176c-009d,2026-03-23T11:54:41.743Z,alaris_gp,6.0.2,2181,6,0,6,0,0,0,0,0,1,16,15,1,0.0667,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,106,77,1,1,30,0.07,1,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0159_ideal,alaris-19d1a8c176d-009e,2026-03-23T11:54:41.743Z,alaris_gp,9.12,2532,8,0,8,0,0,0,0,0,1,10,10,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,20,100,0,1,3,0.019,0,0,low,0,""
alaris_0160_neglected,alaris-19d1a8c176f-009f,2026-03-23T11:54:41.744Z,alaris_gp,7.2.0,605,1,0,0,1,0,0,0,0,1,9,8,1,0.125,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,162,28,0,0,332,0.592,2,0,medium,0.485,"R10: 10% dose error (≥10% relative error)|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard"
alaris_0161_ideal,alaris-19d1a8c1770-00a0,2026-03-23T11:54:41.744Z,alaris_gp,9.12,1289,4,0,4,0,0,0,0,0,1,6,6,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,27,92,0,1,4,0.046,0,0,low,0,""
alaris_0162_emergency,alaris-19d1a8c1771-00a1,2026-03-23T11:54:41.744Z,alaris_gp,9.12,1045,5,0,5,0,0,0,0,0,1,105,90,15,0.1667,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,279,78,0,0,40,0.359,3,0,medium,0.485,"R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection|R18: Not connected to Gateway — no remote monitoring|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0163_ideal,alaris-19d1a8c1772-00a2,2026-03-23T11:54:41.744Z,alaris_gp,9.12,6548,20,20,0,0,0,0,1,1,1,1.2,1.807,0.607,0.3359,1,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,1,490,1,0,0,0,70,5,29,93,0,1,9,0.05,0,0,high,0.86,"R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)|R15: Boundary hit during rate entry — operator tested limits"
alaris_0164_emergency,alaris-19d1a8c1773-00a3,2026-03-23T11:54:41.744Z,alaris_gp,9.12,2081,10,0,0,5,5,0,0,0.5,1,45,40,5,0.125,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,300,47,0,1,12,0.407,2,0,medium,0.455,"R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection"
alaris_0165_neglected,alaris-19d1a8c1774-00a4,2026-03-23T11:54:41.744Z,alaris_gp,7.2.0,5004,7,0,6,1,0,1,1,0,1.4,7,8,1,0.125,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,197,22,0,0,302,0.574,1,0,medium,0.505,"R10: 10% dose error (≥10% relative error)|R15: Boundary hit during rate entry — operator tested limits|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard"
alaris_0166_ideal,alaris-19d1a8c1775-00a5,2026-03-23T11:54:41.744Z,alaris_gp,9.12,0,2,1,1,0,0,0,0,0.5,1,21,21,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,1,1,0,0,1,510,1,0,0,0,70,5,23,91,0,1,1,0.004,0,0,high,0.945,"R07: KCl above soft limits — cardiac arrest risk|R11: Soft guardrail warning overridden by operator"
alaris_0167_cyber_risk,alaris-19d1a8c1776-00a6,2026-03-23T11:54:41.744Z,alaris_gp,6.0.2,5071,12,1,7,4,0,1,0,0.083,3,29.7,36.3,6.6,0.1818,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,1,0,0,1,0,0,1,0,0,0,88,5,41,79,1,1,27,0.193,2,0,high,0.765,"R05: Firmware version has known CVE vulnerability|R10: 10% dose error (≥10% relative error)|R13: VTBI not set — no infusion completion detection"
alaris_0168_ideal,alaris-19d1a8c1777-00a7,2026-03-23T11:54:41.744Z,alaris_gp,9.12,4330,12,7,2,2,1,1,0,0.667,2,50,56.667,6.667,0.1177,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,1,0,0,1,0,0,1,0,0,0,70,5,21,98,0,1,9,0.038,0,0,medium,0.425,"R10: 10% dose error (≥10% relative error)|R13: VTBI not set — no infusion completion detection"
alaris_0169_cyber_risk,alaris-19d1a8c1778-00a8,2026-03-23T11:54:41.744Z,alaris_gp,8.05,1111,3,0,3,0,0,0,0,0,1,11.4,11.4,0,0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,1,510,1,0,0,0,76,5,146,68,1,1,23,0.038,0,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0170_neglected,alaris-19d1a8c1779-00a9,2026-03-23T11:54:41.744Z,alaris_gp,7.2.0,621,1,0,0,1,0,0,0,0,1,1,1,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,0,0,1,0,0,0,70,5,230,42,0,0,125,0.372,2,0,medium,0.35,"R13: VTBI not set — no infusion completion detection|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring"
alaris_0171_ideal,alaris-19d1a8c177a-00aa,2026-03-23T11:54:41.744Z,alaris_gp,9.12,6638,20,20,0,0,0,0,1,1,1,1.2,2.004,0.804,0.4012,1,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,0,0,1,0,0,0,70,5,3,83,0,1,5,0.026,0,0,high,0.885,"R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)|R13: VTBI not set — no infusion completion detection|R15: Boundary hit during rate entry — operator tested limits"
alaris_0172_ideal,alaris-19d1a8c177b-00ab,2026-03-23T11:54:41.744Z,alaris_gp,9.12,624,2,0,2,0,0,0,0,0,1,4,4,0,0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,11,90,0,1,4,0.011,0,0,low,0,""
alaris_0173_ideal,alaris-19d1a8c177c-00ac,2026-03-23T11:54:41.744Z,alaris_gp,9.12,315,1,0,1,0,0,0,0,0,1,8.325,8.325,0,0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,1,510,1,0,0,0,74,5,8,84,0,1,0,0.002,0,0,low,0,""
alaris_0174_ideal,alaris-19d1a8c177d-00ad,2026-03-23T11:54:41.744Z,alaris_gp,9.12,0,0,0,0,0,0,0,0,0,1,8.625,8.625,0,0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,1,510,1,0,0,0,92,5,1,80,0,1,11,0.018,0,0,low,0,""
alaris_0175_ideal,alaris-19d1a8c177e-00ae,2026-03-23T11:54:41.744Z,alaris_gp,9.12,0,0,0,0,0,0,0,0,0,1,7.219,7.219,0,0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,1,510,1,0,0,0,77,5,23,87,0,1,7,0.022,0,0,low,0,""
alaris_0176_cyber_risk,alaris-19d1a8c177f-00af,2026-03-23T11:54:41.744Z,alaris_gp,7.1.0,4451,12,0,0,7,5,0,0,0.417,1,0.943,0.899,0.044,0.0489,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,1,490,1,0,0,0,70,5,96,84,1,1,12,0.163,2,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0177_ideal,alaris-19d1a8c1781-00b0,2026-03-23T11:54:41.745Z,alaris_gp,9.12,2537,8,0,8,0,0,0,0,0,1,10,10,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,25,88,0,1,8,0.044,0,0,low,0,""
alaris_0178_emergency,alaris-19d1a8c1782-00b1,2026-03-23T11:54:41.745Z,alaris_gp,9.12,2954,14,6,8,0,0,0,0,0.429,1,168,195,27,0.1385,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,263,43,0,1,36,0.163,2,0,medium,0.455,"R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection"
alaris_0179_neglected,alaris-19d1a8c1783-00b2,2026-03-23T11:54:41.745Z,alaris_gp,7.2.0,1288,2,1,1,0,0,0,0,0.5,1,18.9,20.081,1.181,0.0588,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,1,510,1,0,0,0,63,5,171,36,0,0,134,0.559,2,0,medium,0.325,"R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard"
alaris_0180_ideal,alaris-19d1a8c1784-00b3,2026-03-23T11:54:41.745Z,alaris_gp,9.12,317,1,0,0,1,0,0,0,0,1,9,9,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,4,90,0,1,3,0.024,0,0,low,0,""
alaris_0181_ideal,alaris-19d1a8c1785-00b4,2026-03-23T11:54:41.745Z,alaris_gp,9.12,2211,7,6,1,0,0,0,0,0.857,1,50.556,50.556,0,0,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,6,89,0,1,3,0.05,0,0,low,0,""
alaris_0182_ideal,alaris-19d1a8c1786-00b5,2026-03-23T11:54:41.745Z,alaris_gp,9.12,329,1,0,1,0,0,0,0,0,1,3,3,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,8,100,0,1,6,0.039,0,0,low,0,""
alaris_0183_ideal,alaris-19d1a8c1787-00b6,2026-03-23T11:54:41.745Z,alaris_gp,9.12,947,3,0,0,2,1,0,0,0.333,1,0.988,0.961,0.027,0.0281,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,1,490,1,0,0,0,70,5,12,96,0,1,14,0.028,0,0,low,0,""
alaris_0184_ideal,alaris-19d1a8c1788-00b7,2026-03-23T11:54:41.745Z,alaris_gp,9.12,0,0,0,0,0,0,0,0,0,1,10,10,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,30,91,0,1,12,0.014,0,0,low,0,""
alaris_0185_emergency,alaris-19d1a8c1789-00b8,2026-03-23T11:54:41.745Z,alaris_gp,9.12,2754,13,6,7,0,0,0,0,0.462,1,167,130,37,0.2846,1,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,84,49,0,1,54,0.335,0,0,high,0.895,"R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection"
